,,Xie0406:LASI,,,Xie0406:RASI,,,Xie0406:LPSI,,,Xie0406:RPSI,,,Xie0406:LTHI,,,Xie0406:LKNE,,,Xie0406:LTIB,,,Xie0406:LANK,,,Xie0406:LHEE,,,Xie0406:LTOE,,,Xie0406:RTHI,,,Xie0406:RKNE,,,Xie0406:RTIB,,,Xie0406:RANK,,,Xie0406:RHEE,,,Xie0406:RTOE,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
110,0,,,,,,,,,,,,,,,,,,,562.839,1681.66,609.897,758.306,1658.17,357.713,,,,885.794,1626.38,528.084,73.0566,1322.19,422.381,,,,218.41,1332.89,53.8094,,,,,,,,,
111,0,,,,,,,,,,,,,,,,,,,566.453,1681.5,615.8,760.824,1656.04,362.46,,,,887.626,1624.42,533.228,72.8525,1322.31,422.449,,,,218.352,1332.91,53.9037,,,,,,,,,
112,0,,,,,,,,,,,,,,,,,,,568.951,1680.38,620.306,763.232,1654.13,367.1,,,,889.462,1622.59,538.088,72.7036,1322.36,422.48,,,,218.299,1332.9,53.9819,,,,,,,,,
113,0,,,,,,,,,,,,,,,,,,,570.863,1678.66,624.308,765.334,1651.91,371.21,,,,891.06,1620.78,542.747,72.6359,1322.36,422.497,,,,218.258,1332.87,54.0655,,,,,,,,,
114,0,,,,,,,,,,,,,,,,,,,572.472,1676.9,627.773,767.345,1649.91,375.3,,,,892.441,1619.06,547.154,72.6345,1322.33,422.496,,,,218.18,1332.85,54.1554,,,,,,,,,
115,0,,,,,,,,,,,,,,,,,,,574.583,1675.72,631.461,769.268,1647.79,378.784,,,,893.646,1617.15,551.389,72.6234,1322.33,422.467,,,,218.112,1332.82,54.2334,,,,,,,,,
116,0,,,,,,,,,,,,,,,,,,,576.27,1674.41,634.695,771.046,1645.68,382.061,,,,894.848,1615.51,555.327,72.68,1322.32,422.417,,,,218.064,1332.81,54.2893,,,,,,,,,
117,0,,,,,,,,,,,,,,,,,,,577.947,1673.03,637.641,772.929,1644.02,385.219,,,,896.121,1613.53,558.959,72.7627,1322.33,422.361,,,,218.034,1332.78,54.3397,,,,,,,,,
118,0,,,,,,,,,,,,,,,,,,,579.772,1671.97,640.612,775.132,1642.86,388.388,,,,897.498,1611.72,562.159,72.9565,1322.33,422.311,,,,218.027,1332.76,54.3374,,,,,,,,,
119,0,,,,,,,,,,,,,,,,,,,581.595,1671.14,643.369,776.979,1641.56,391.337,,,,899.061,1609.92,565.268,73.2105,1322.3,422.291,,,,218.046,1332.73,54.3132,,,,,,,,,
120,0,,,,,,,,,,,,,,,,,,,583.237,1670.02,645.615,778.789,1640.29,394.125,,,,900.718,1608.07,568.072,73.5342,1322.24,422.286,,,,218.07,1332.68,54.3046,,,,,,,,,
121,0,,,,,,,,,,,,,,,,,,,584.786,1668.97,647.668,780.862,1639.25,396.409,,,,902.236,1606.14,570.618,73.8963,1322.16,422.287,,,,218.084,1332.62,54.2764,,,,,,,,,
122,0,,,,,,,,,,,,,,,,,,,586.231,1667.89,649.581,782.687,1638.16,398.805,,,,903.877,1604.38,573.031,74.315,1322.05,422.264,,,,218.109,1332.55,54.2534,,,,,,,,,
123,0,,,,,,,,,,,,,,,,,,,587.578,1666.8,651.214,784.633,1637.15,400.602,,,,905.415,1602.7,575.113,74.7309,1321.9,422.236,,,,218.143,1332.53,54.2256,,,,,,,,,
124,0,,,,,,,,,,,,,,,,,,,589.082,1666.12,652.792,786.265,1636.06,402.286,,,,906.653,1600.98,577.094,75.1624,1321.69,422.204,,,,218.167,1332.51,54.1917,,,,,,,,,
125,0,,,,,,,,,,,,,,,,,,,590.47,1665.41,654.224,787.815,1635.18,403.743,,,,907.693,1599.27,578.96,75.4738,1321.51,422.158,,,,218.198,1332.49,54.1427,,,,,,,,,
126,0,,,,,,,,,,,,,,,,,,,591.4,1664.2,654.958,789.43,1634.91,405.286,,,,908.667,1597.84,580.561,75.6965,1321.32,422.146,,,,218.241,1332.45,54.0885,,,,,,,,,
127,0,,,,,,,,,,,,,,,,,,,592.452,1663.26,655.739,791.015,1634.22,406.371,,,,909.471,1596.39,581.792,75.8018,1321.17,422.158,,,,218.276,1332.45,54.0414,,,,,,,,,
128,0,,,,,,,,,,,,,,,,,,,593.544,1662.53,656.438,792.091,1633.7,407.187,,,,910.123,1594.95,582.585,75.8501,1321.03,422.176,,,,218.291,1332.45,54.0046,,,,,,,,,
129,0,,,,,,,,,,,,,,,,,,,594.422,1661.77,656.906,793.076,1632.89,407.62,,,,910.771,1593.54,583.173,75.8146,1320.93,422.217,,,,218.3,1332.44,53.9484,,,,,,,,,
130,0,,,,,,,,,,,,,,,,,,,595.228,1660.84,657.103,793.75,1632.16,407.778,,,,911.416,1592.33,583.317,75.7648,1320.84,422.258,,,,218.329,1332.43,53.8815,,,,,,,,,
131,0,,,,,,,,,,,,,,,,,,,596.156,1660.3,657.244,794.39,1631.19,407.641,,,,912.011,1591.09,583.214,75.7109,1320.8,422.313,,,,218.362,1332.42,53.8371,,,,,,,,,
132,0,,,,,,,,,,,,,,,,,,,596.583,1659.32,656.839,794.82,1630.71,407.528,,,,912.49,1589.79,582.713,75.6696,1320.79,422.354,,,,218.377,1332.44,53.7803,,,,,,,,,
133,0,,,,,,,,,,,,,,,,,,,596.809,1658.2,656.184,795.047,1629.69,406.901,,,,912.822,1588.42,581.905,75.6555,1320.8,422.369,,,,218.377,1332.43,53.7524,,,,,,,,,
134,0,,,,,,,,,,,,,,,,,,,597.241,1657.4,655.615,794.972,1628.33,405.751,,,,913.02,1587.01,580.854,75.6616,1320.82,422.379,,,,218.399,1332.43,53.7277,,,,,,,,,
135,0,,,,,,,,,,,,,,,,,,,597.611,1656.92,655.081,794.714,1627.34,404.736,,,,912.977,1585.77,579.606,75.6494,1320.87,422.375,,,,218.403,1332.43,53.7306,,,,,,,,,
136,0,,,,,,,,,,,,,,,,,,,597.795,1656.18,654.255,794.41,1626.55,403.787,,,,912.761,1584.42,578.047,75.6073,1320.95,422.368,,,,218.384,1332.44,53.7411,,,,,,,,,
137,0,,,,,,,,,,,,,,,,,,,597.772,1655.42,653.125,793.891,1625.54,402.48,,,,912.395,1583.1,576.388,75.6383,1321.04,422.348,,,,218.373,1332.47,53.7364,,,,,,,,,
138,0,,,,,,,,,,,,,,,,,,,597.485,1654.44,651.7,792.928,1624.1,400.489,,,,911.911,1581.84,574.259,75.696,1321.13,422.347,,,,218.361,1332.45,53.7552,,,,,,,,,
139,0,,,,,,,,,,,,,,,,,,,597.067,1653.47,650.189,791.779,1622.76,398.306,,,,911.428,1580.76,571.952,75.7514,1321.29,422.338,,,,218.358,1332.44,53.7627,,,,,,,,,
140,0,,,,,,,,,,,,,,,,,,,596.759,1652.84,648.738,790.701,1621.79,396.405,,,,910.955,1579.74,569.371,75.876,1321.43,422.334,,,,218.335,1332.46,53.7892,,,,,,,,,
141,0,,,,,,,,,,,,,,,,,,,596.61,1652.6,647.487,789.067,1620.29,394.015,,,,910.222,1578.67,566.623,75.9775,1321.58,422.314,,,,218.316,1332.47,53.816,,,,,,,,,
142,0,,,,,,,,,,,,,,,,,,,596.086,1652.02,645.966,787.416,1618.74,391.649,,,,909.635,1577.95,563.788,76.0476,1321.7,422.264,,,,218.29,1332.47,53.8576,,,,,,,,,
143,0,,,,,,,,,,,,,,,,,,,595.308,1651.25,644.134,785.473,1617.25,389.185,,,,908.824,1577.07,560.802,76.1413,1321.77,422.219,,,,218.256,1332.47,53.8845,,,,,,,,,
144,0,,,,,,,,,,,,,,,,,,,594.794,1650.89,642.803,783.465,1616.25,387.107,,,,908.026,1576.36,557.757,76.2581,1321.83,422.175,,,,218.237,1332.46,53.9093,,,,,,,,,
145,0,,,,,,,,,,,,,,,,,,,593.816,1650.18,641.087,781.636,1615.11,384.984,,,,906.985,1575.82,554.797,76.4364,1321.83,422.162,,,,218.213,1332.45,53.9497,,,,,,,,,
146,0,,,,,,,,,,,,,,,,,,,593.089,1649.86,639.499,779.629,1613.63,382.378,,,,905.927,1575.47,551.832,76.6474,1321.82,422.141,,,,218.189,1332.41,53.9845,,,,,,,,,
147,0,,,,,,,,,,,,,,,,,,,592.371,1649.5,637.939,777.747,1612.48,380.015,,,,905.032,1574.94,549.047,76.9331,1321.81,422.134,,,,218.166,1332.37,54.0213,,,,,,,,,
148,0,,,,,,,,,,,,,,,,,,,591.578,1649.39,636.287,776.25,1611.92,378.06,,,,904.071,1574.5,546.4,77.2163,1321.84,422.121,,,,218.132,1332.32,54.0603,,,,,,,,,
149,0,,,,,,,,,,,,,,,,,,,590.901,1649.45,634.882,774.925,1611.27,376.058,,,,903.305,1574.27,544.03,77.496,1321.93,422.092,,,,218.122,1332.28,54.085,,,,,,,,,
150,0,,,,,,,,,,,,,,,,,,,589.971,1649.24,633.178,773.748,1610.76,374.252,,,,902.591,1573.78,541.976,77.767,1322.07,422.049,,,,218.108,1332.26,54.1083,,,,,,,,,
151,0,,,,,,,,,,,,,,,,,,,589.133,1649.14,631.441,772.694,1610.59,372.707,,,,901.766,1573.56,540.188,78.1968,1322.18,421.985,,,,218.103,1332.27,54.1247,,,,,,,,,
152,0,,,,,,,,,,,,,,,,,,,588.351,1649.27,629.855,771.94,1610.59,371.241,,,,900.876,1573.59,538.53,78.6114,1322.3,421.942,,,,218.11,1332.27,54.13,,,,,,,,,
153,0,,,,,,,,,,,,,,,,,,,587.495,1649.36,628.279,771.159,1610.4,369.465,,,,900.077,1573.52,536.942,78.9112,1322.38,421.937,,,,218.126,1332.27,54.1377,,,,,,,,,
154,0,,,,,,,,,,,,,,,,,,,586.681,1649.34,626.593,770.296,1610.55,367.845,,,,899.242,1573.44,535.346,79.0592,1322.48,421.948,,,,218.122,1332.28,54.1538,,,,,,,,,
155,0,,,,,,,,,,,,,,,,,,,586.063,1649.82,625.045,769.625,1610.98,366.369,,,,898.3,1573.76,533.795,79.0082,1322.62,421.981,,,,218.092,1332.29,54.1903,,,,,,,,,
156,0,,,,,,,,,,,,,,,,,,,585.664,1650.67,623.907,768.894,1611.21,364.635,,,,897.502,1573.91,532.192,78.8475,1322.77,422.009,,,,218.042,1332.3,54.2263,,,,,,,,,
157,0,,,,,,,,,,,,,,,,,,,584.523,1650.74,621.975,767.92,1611.67,362.965,,,,896.502,1574.17,530.55,78.5715,1322.92,422.042,,,,217.998,1332.31,54.278,,,,,,,,,
158,0,,,,,,,,,,,,,,,,,,,583.598,1651.23,620.259,767.129,1612.24,361.192,,,,895.774,1574.43,528.756,78.1903,1323.08,422.064,,,,217.945,1332.32,54.337,,,,,,,,,
159,0,,,,,,,,,,,,,,,,,,,582.721,1651.91,618.563,766.122,1613.11,359.514,,,,894.649,1575.15,526.942,77.7203,1323.29,422.093,,,,217.866,1332.33,54.4167,,,,,,,,,
160,0,,,,,,,,,,,,,,,,,,,581.74,1652.9,616.923,765.008,1613.97,357.667,,,,893.649,1575.8,524.901,77.2519,1323.48,422.118,,,,217.812,1332.35,54.5107,,,,,,,,,
161,0,,,,,,,,,,,,,,,,,,,580.319,1653.3,614.869,763.461,1614.68,355.471,,,,892.933,1578.33,524.174,76.8033,1323.66,422.135,,,,217.758,1332.36,54.6125,,,,,,,,,
162,0,,,,,,,,,,,,,,,,,,,579.095,1654.11,613.048,761.78,1615.78,353.299,,,,891.686,1579.46,521.753,76.2664,1323.88,422.167,,,,217.664,1332.37,54.738,,,,,,,,,
163,0,,,,,,,,,,,,,,,,,,,577.917,1654.94,611.289,759.851,1616.89,351.178,,,,890.287,1580.65,519.018,75.67,1324.11,422.207,,,,217.56,1332.41,54.901,,,,,,,,,
164,0,,,,,,,,,,,,,,,,,,,576.588,1655.78,609.381,757.878,1618.31,348.896,,,,888.83,1582.01,516.126,75.1172,1324.35,422.23,,,,217.449,1332.45,55.0755,,,,,,,,,
165,0,,,,,,,,,,,,,,,,,,,575.267,1657.1,607.761,755.622,1619.56,346.446,,,,887.378,1583.45,513.083,74.6299,1324.63,422.221,,,,217.3,1332.46,55.2514,,,,,,,,,
166,0,,,,,,,,,,,,,,,,,,,574.032,1658.61,606.22,753.195,1621.19,344.012,,,,885.684,1584.81,509.963,74.2048,1324.95,422.226,,,,217.167,1332.47,55.4309,,,,,,,,,
167,0,,,,,,,,,,,,,,,,,,,572.606,1659.92,604.476,750.724,1622.87,341.498,,,,883.954,1586.25,506.719,73.8087,1325.3,422.222,,,,217.045,1332.49,55.5847,,,,,,,,,
168,0,,,,,,,,,,,,,,,,,,,571.047,1661.16,602.413,748.162,1624.59,338.91,,,,881.981,1587.86,503.463,73.5364,1325.63,422.2,,,,216.954,1332.48,55.6978,,,,,,,,,
169,0,,,,,,,,,,,,,,,,,,,569.25,1662.28,600.494,745.246,1625.96,336.006,,,,880.048,1589.52,500.096,73.2257,1325.95,422.195,,,,216.852,1332.46,55.7811,,,,,,,,,
170,0,,,,,,,,,,,,,,,,,,,567.619,1663.7,598.476,742.42,1627.77,333.295,,,,877.989,1591.44,496.674,72.9307,1326.26,422.237,,,,216.795,1332.45,55.8492,,,,,,,,,
171,0,,,,,,,,,,,,,,,,,,,565.785,1665.02,596.518,739.433,1629.62,330.587,,,,875.875,1593.31,493.241,72.6421,1326.57,422.321,,,,216.721,1332.43,55.9308,,,,,,,,,
172,0,,,,,,,,,,,,,,,,,,,563.96,1666.5,594.549,736.533,1631.66,327.81,,,,873.791,1595.16,489.749,72.3535,1326.87,422.415,,,,216.632,1332.4,56.026,,,,,,,,,
173,0,,,,,,,,,,,,,,,,,,,562.46,1668.31,592.589,733.767,1633.94,325.134,,,,871.545,1597.13,486.272,72.0568,1327.19,422.505,,,,216.557,1332.38,56.1457,,,,,,,,,
174,0,,,,,,,,,,,,,,,,,,,560.884,1670.28,590.814,731.052,1636.32,322.405,,,,869.525,1599.16,482.734,71.7482,1327.51,422.659,,,,216.482,1332.35,56.239,,,,,,,,,
175,0,,,,,,,,,,,,,,,,,,,559.1,1672.12,588.555,728.233,1638.64,319.561,,,,867.249,1601.31,479.269,71.4093,1327.95,422.773,,,,216.405,1332.33,56.3658,,,,,,,,,
176,0,,,,,,,,,,,,,,,,,,,557.181,1674.04,586.133,725.394,1640.89,316.531,,,,865.179,1603.56,475.768,71.0531,1328.52,422.858,,,,216.298,1332.32,56.4768,,,,,,,,,
177,0,,,,,,,,,,,,,,,,,,,555.451,1676.1,584.087,722.515,1643.26,313.441,,,,862.766,1606.03,472.217,70.6708,1329.15,422.945,,,,216.17,1332.29,56.6189,,,,,,,,,
178,0,,,,,,,,,,,,,,,,,,,553.175,1677.8,581.476,719.453,1645.76,310.288,,,,860.451,1608.73,468.536,70.3634,1329.65,422.996,,,,216.042,1332.27,56.7483,,,,,,,,,
179,0,,,,,,,,,,,,,,,,,,,551.073,1679.95,579.136,716.349,1648.38,307.078,,,,858.116,1611.64,464.788,70.1096,1330.05,423.103,,,,215.987,1332.26,56.8455,,,,,,,,,
180,0,,,,,,,,,,,,,,,,,,,549.105,1682.49,576.859,713.137,1651.22,303.927,,,,855.469,1614.56,460.865,69.8794,1330.49,423.226,,,,215.95,1332.23,56.9133,,,,,,,,,
181,0,,,,,,,,,,,,,,,,,,,546.955,1684.56,574.366,709.762,1654.14,300.677,,,,852.849,1617.67,456.92,69.6389,1330.98,423.382,,,,215.917,1332.21,56.9819,,,,,,,,,
182,0,,,,,,,,,,,,,,,,,,,544.296,1687.1,571.764,706.22,1657.23,297.409,,,,850.339,1620.93,452.698,69.3175,1331.69,423.597,,,,215.867,1332.25,56.9962,,,,,,,,,
183,0,,,,,,,,,,,,,,,,,,,541.993,1689.37,569.095,702.718,1660.54,293.975,,,,847.405,1624.04,448.546,68.9689,1332.34,423.757,,,,215.737,1332.45,56.9455,,,,,,,,,
184,0,,,,,,,,,,,,,,,,,,,539.577,1692.03,566.56,699.031,1663.8,290.5,,,,844.6,1627.43,444.227,68.7933,1332.85,423.963,,,,216.112,1332.62,56.8516,,,,,,,,,
185,0,,,,,,,,,,,,,,,,,,,537.057,1694.54,563.734,695.055,1667.15,286.992,,,,841.654,1631,439.734,68.7779,1333.26,424.285,,,,216.732,1332.29,57.0118,,,,,,,,,
186,0,,,,,,,,,,,,,,,,,,,534.596,1697.57,561.303,690.931,1670.61,283.368,,,,838.545,1634.58,435.216,68.7306,1333.82,424.472,,,,216.735,1332.27,57.0756,,,,,,,,,
187,0,,,,,,,,,,,,,,,,,,,532,1699.85,558.62,686.774,1674.37,279.963,,,,835.491,1638.22,430.539,68.6302,1334.54,424.514,,,,216.736,1332.28,57.131,,,,,,,,,
188,0,,,,,,,,,,,,,,,,,,,529.41,1702.96,556.189,682.505,1678.03,276.225,,,,831.909,1641.77,425.962,67.592,1336.21,424.747,,,,216.693,1332.28,57.1747,,,,,,,,,
189,0,,,,,,,,,,,,,,,,,,,526.613,1705.87,553.574,677.867,1681.5,272.37,,,,828.318,1645.54,421.142,65.4572,1338.58,424.229,,,,216.683,1332.28,57.1891,,,,,,,,,
190,0,,,,,,,,,,,,,,,,,,,523.797,1708.69,550.65,673.019,1685.27,268.545,,,,824.521,1649.22,416.236,64.8824,1339.31,424.269,,,,216.692,1332.27,57.1844,,,,,,,,,
191,0,,,,,,,,,,,,,,,,,,,520.854,1711.63,547.678,668.048,1688.94,264.426,,,,820.727,1653.07,410.97,64.5526,1340.37,424.29,,,,216.698,1332.26,57.1814,,,,,,,,,
192,0,,,,,,,,,,,,,,,,,,,517.877,1714.95,544.936,662.93,1693.09,260.243,,,,816.774,1656.97,405.548,65.0029,1341.31,424.55,,,,216.734,1332.26,57.1616,,,,,,,,,
193,0,,,,198.472,1335.62,957.472,,,,,,,,,,,,,514.859,1718.45,542.149,657.571,1697.26,256.064,,,,812.853,1661.15,399.739,65.4547,1341.94,424.715,,,,216.756,1332.25,57.1312,,,,,,,,,
194,0,,,,199.602,1337.6,957.051,,,,,,,,,,,,,511.779,1721.98,539.369,651.78,1701.14,251.508,,,,808.606,1665.5,393.674,65.7472,1342.93,424.958,,,,216.802,1332.25,57.1381,,,,,,,,,
195,0,,,,201.001,1339.47,956.565,,,,,,,,,,,,,508.327,1725.38,536.234,645.488,1705.05,246.653,,,,803.977,1669.86,387.282,66.0829,1343.84,425.102,,,,216.832,1332.24,57.124,,,,,,,,,
196,0,,,,202.176,1341.51,956.279,,,,,,,,,,,,,504.293,1728.39,532.555,638.956,1709.56,241.839,,,,799.168,1674.4,380.371,66.4878,1344.61,425.324,,,,216.848,1332.25,57.1422,,,,,,,,,
197,0,,,,203.371,1343.66,955.889,,,,,,,,,,,,,500.087,1731.27,528.821,631.285,1714.08,237.067,,,,794.082,1679.12,372.806,66.7167,1345.66,425.41,,,,216.855,1332.28,57.1467,,,,,,,,,
198,0,,,,204.565,1345.88,955.367,,,,,,,,,,,,,495.901,1734.27,525.13,622.933,1718.14,231.564,,,,788.737,1684.1,363.967,69.2494,1348.27,425.885,,,,216.882,1332.28,57.1499,,,,,,,,,
199,0,,,,205.837,1348.11,954.903,,,,,,,,,,,,,491.478,1737.35,521.303,613.096,1722.23,225.945,,,,783.38,1689.2,353.406,70.4217,1348.95,425.799,,,,216.92,1332.3,57.1544,,,,,,,,,
200,0,,,,207.181,1350.38,954.254,,,,,,,,,,,,,487.166,1740.83,517.697,602.313,1726.15,219.85,,,,777.596,1694.53,341.06,69.8419,1348.28,425.893,,,,216.98,1332.31,57.1461,,,,,,,,,
201,0,,,,208.013,1352.88,953.626,,,,,,,,,,,,,482.697,1744.66,514.076,590.643,1729.82,213.333,,,,771.394,1700.04,327.01,65.4081,1347.84,425.995,,,,217.016,1332.32,57.1412,,,,,,,,,
202,0,,,,209.517,1355.23,952.78,,,,,,,,,,,,,477.883,1747.99,509.883,578.501,1733.56,206.563,,,,764.768,1705.42,311.7,66.2868,1348.53,426.119,,,,217.062,1332.31,57.1261,,,,,,,,,
203,0,,,,210.748,1357.67,952.282,,,,,,,,,,,,,472.812,1751.33,505.379,566.111,1737.73,199.876,,,,757.474,1710.54,295.52,68.8957,1349.08,426.145,,,,217.113,1332.31,57.1071,,,,,,,,,
204,0,,,,212.147,1359.99,951.793,,,,,,,,,,,,,467.641,1755,500.855,553.812,1743.46,193.943,,,,749.551,1715.17,278.528,72.6589,1349.53,426.112,,,,216.736,1331.88,57.3689,,,,,,,,,
205,0,,,,213.272,1362.49,951.32,,,,,,,,,,,,,461.994,1757.97,495.724,540.277,1747.16,186.972,,,,740.711,1718.96,260.713,76.0244,1349.96,426.143,,,,215.832,1332.36,56.9637,,,,,,,,,
206,0,,,,214.506,1364.87,950.651,,,,,,,,,,,,,456.372,1761.56,490.73,526.186,1751.07,179.879,,,,731.051,1721.98,242.462,80.0182,1350.25,425.909,,,,215.034,1332.33,56.7255,,,,,,,,,
207,0,,,,216.038,1367.1,949.832,,,,,,,,,,,,,450.528,1764.38,485.105,512.211,1755.75,173.283,,,,720.559,1724.52,224.026,85.0634,1350.38,425.645,,,,215.53,1332.21,56.6198,,,,,,,,,
208,0,,,,219.023,1369.56,949.512,,,,,,,,,,,,,444.661,1767.72,479.357,497.969,1760.04,166.545,,,,709.201,1726.85,205.503,90.3868,1350.25,425.124,,,,215.76,1332.18,56.3595,,,,,,,,,
209,0,,,,221.101,1371.74,948.634,,,,,,,,,,,,,438.755,1771.07,473.235,483.49,1764.67,159.893,,,,696.901,1729.09,187.087,95.9949,1349.99,424.516,,,,216.015,1332.15,56.1095,,,,,,,,,
210,0,,,,222.714,1374.29,947.522,,,,,,,,,,,,,432.676,1774.58,467.118,468.886,1769.1,152.932,,,,683.29,1731.3,168.803,101.781,1349.6,423.669,,,,216.355,1332.13,55.8879,,,,,,,,,
211,0,,,,224.912,1376.55,946.204,,,,,,,,,,,,,426.482,1777.97,460.221,453.984,1773.32,145.536,,,,668.942,1733.53,150.998,107.444,1349.1,422.848,,,,216.652,1332.09,55.6106,,,,,,,,,
212,0,,,,227.069,1379.17,944.88,,,,,,,,,,,,,419.808,1781.37,452.958,438.91,1777.69,137.828,,,,653.463,1735.79,133.409,117.32,1349.29,421.921,,,,216.873,1332.03,55.3858,,,,,,,,,
213,0,,,,229.025,1382.12,942.995,,,,,,,,,,,,,413.173,1784.59,444.81,423.404,1781.43,129.513,,,,637.412,1737.79,115.972,122.75,1348.84,420.687,,,,216.994,1331.95,55.2701,,,,,,,,,
214,0,,,,231.382,1385.1,941.371,,,,,,,,,,,,,406.361,1788,436.483,408.017,1785.76,121.47,,,,620.836,1739.37,98.5005,127.088,1348.11,419.485,,,,217.061,1331.92,55.2692,,,,,,,,,
215,0,,,,233.819,1388.29,939.176,,,,,,,,,,,,,401.533,1796.02,431.768,392.656,1789.78,113.391,,,,603.608,1740.48,80.8321,131.174,1347.4,417.826,,,,217.054,1331.96,55.3427,,,,,,,,,
216,0,,,,236.859,1391.31,937.175,,,,,,,,,,,,,387.8,1790.38,414.492,377.482,1793.92,105.268,,,,585.952,1740.83,62.8551,135.165,1346.65,416.098,,,,217,1332.04,55.4205,,,,,,,,,
217,0,,,,239.836,1394.55,934.729,,,,,,,,,,,,,380.053,1793.28,405.113,362.417,1797.93,97.0058,,,,567.511,1740.11,44.7902,139.012,1345.92,414.218,,,,216.927,1332.11,55.527,,,,,,,,,
218,0,,,,243.08,1397.89,932.293,,,,,,,,,,,,,372.013,1796.1,395.311,347.367,1801.32,88.003,,,,548.546,1739.27,39.3441,142.838,1345.1,412.286,,,,217.777,1332.17,55.8033,,,,,,,,,
219,0,,,,246.717,1401.1,929.718,,,,,,,,,,,,,363.692,1799.01,385.27,333.829,1803.99,78.4727,,,,525.151,1736.64,49.5915,147.535,1344.11,410.944,,,,217.817,1332.3,55.9151,,,,,,,,,
220,0,,,,250.345,1404.41,926.771,,,,,,,,,,,,,355.288,1802.17,374.575,323.163,1805.8,63.723,,,,513.431,1734.83,46.0412,152.369,1343.05,409.311,,,,217.711,1332.34,56.0388,,,,,,,,,
221,0,,,,254.009,1407.8,923.803,,,,,,,,,,,,,347.847,1806.37,363.833,312.659,1802.37,38.7647,,,,517.937,1737.46,52.9353,157.526,1341.64,407.784,,,,217.618,1332.34,56.0978,,,,,,,,,
222,0,,,,257.657,1411.34,920.82,,,,,,,,,,,,,340.992,1808.61,352.724,310.329,1801.73,22.9793,,,,524.627,1739.54,54.3758,163.447,1339.85,406.537,,,,217.584,1332.31,56.0833,,,,,,,,,
223,0,,,,261.527,1414.81,917.737,,,,,,,,,,,,,334.361,1812.92,341.347,311.148,1802.14,19.3431,,,,529.691,1740.16,51.2151,169.425,1337.96,404.307,,,,217.64,1332.27,56.0049,,,,,,,,,
224,0,,,,265.246,1418.36,914.574,,,,,,,,,,,,,329.125,1814.42,331.713,311.229,1803.9,21.3698,,,,528.372,1738.76,49.7117,174.855,1336.45,403.374,,,,217.784,1332.19,55.8265,,,,,,,,,
225,0,,,,268.74,1422.11,911.192,,,,,,,,,,,,,327.326,1814.67,325.457,310.027,1805.09,21.936,,,,525.365,1737.28,52.7388,179.129,1335.78,401.682,,,,218.002,1332.07,55.5581,,,,,,,,,
226,0,,,,271.612,1426.29,907.724,,,,,,,,,,,,,329.537,1814.04,324.513,307.77,1804.55,19.388,,,,522.256,1736.36,52.5168,183.841,1334.57,399.703,,,,218.182,1331.85,55.1591,,,,,,,,,
227,0,,,,274.059,1430.79,904.191,,,,,,,,,,,,,333.874,1814.18,328.002,307.484,1803.1,16.8079,,,,520.474,1736,52.3554,188.562,1333.6,398.294,,,,218.489,1331.59,54.6821,,,,,,,,,
228,0,,,,276.192,1435.44,901.055,,,,,,,,,,,,,339.052,1815.63,332.704,309.666,1802.98,17.3386,,,,521.414,1736.63,52.048,192.547,1333.44,396.748,,,,219.064,1331.41,54.2936,,,,,,,,,
229,0,,,,278.046,1439.72,898.594,,,,,,,,,,,,,343.768,1817.76,336.376,311.491,1803.88,19.6993,,,,523.363,1737.55,51.5863,196.002,1334.11,396.108,,,,219.765,1331.31,54.0028,,,,,,,,,
230,0,,,,279.946,1443.54,896.779,,,,,,,,,,,,,348.161,1819.91,337.988,311.557,1804.55,21.3536,,,,525.468,1738.31,51.0126,199.194,1335.69,395.849,,,,220.334,1331.29,53.8478,,,,,,,,,
231,0,,,,281.897,1447.04,895.389,,,,,,,,,,,,,352.662,1822.49,337.229,310.644,1804.49,21.358,,,,527.177,1739.01,50.7505,201.92,1337.92,395.924,,,,220.75,1331.29,53.8489,,,,,,,,,
232,0,,,,283.988,1450.38,894.796,,,,,,,,,,,,,356.26,1823.82,334.361,309.531,1804.1,20.0905,,,,528.252,1739.94,50.7283,204.402,1340.45,396.412,,,,221.04,1331.35,53.9504,,,,,,,,,
233,0,,,,286.389,1453.17,894.866,,,,,,,,,,,,,358.738,1824.15,330.483,309.3,1803.84,18.706,,,,528.279,1740.79,50.9045,207.029,1342.4,396.799,,,,221.16,1331.47,54.1713,,,,,,,,,
234,0,,,,288.665,1455.63,895.49,,,,,,,,,,,,,358.657,1824.6,327.034,310.167,1803.88,17.8827,,,,527.771,1741.67,51.3746,207.64,1344.96,397.052,,,,221.098,1331.66,54.5372,,,,,,,,,
